time,X_value,Y_value,Z_value
0.000,0.00000,0.00000,0.00000
0.000,0.29090,-2.08056,8.31626
0.014,1.88903,-1.04387,9.59955
0.048,1.21865,-2.11647,10.26753
0.084,1.52391,-1.33956,9.73842
0.118,1.01634,-1.05465,9.56124
0.153,1.11570,-0.76016,9.49421
0.188,1.41737,-0.73741,9.70969
0.225,1.42575,-0.54348,9.17338
0.258,1.43772,-0.64883,9.85214
0.294,1.56222,-0.63566,9.77193
0.328,1.57658,-0.75178,9.85214
0.364,1.86389,-1.13964,10.09994
0.398,1.79445,-1.21266,10.06642
0.434,1.72861,-1.22104,9.81264
0.468,1.35392,-1.42216,9.85094
0.506,1.57898,-1.30723,9.88446
0.539,1.77410,-1.45208,9.78869
0.574,1.51074,-1.24858,9.75877
0.608,1.33716,-1.30364,9.78869
0.645,1.56222,-1.48081,9.89164
0.680,1.48321,-1.30843,9.65342
0.716,1.44490,-1.23421,9.84975
0.754,1.45927,-1.38744,9.67257
0.790,1.61848,-1.33118,9.81623
0.825,1.56940,-1.31322,9.52174
0.859,1.76572,-1.09056,9.44991
0.900,1.79565,-1.46884,9.59117
0.929,1.90938,-1.28329,8.93157
0.967,2.27808,-1.83875,9.08121
0.998,2.74376,-1.90818,8.48026
1.041,3.28365,-2.23499,7.47949
1.068,3.42730,-1.78488,8.24563
1.105,3.13880,-1.73580,8.09120
1.138,3.12443,-1.59095,7.63631
1.174,4.06416,-0.78410,9.20331
1.215,3.63919,-1.13485,8.96509
1.254,4.11324,-0.69791,9.09557
1.285,4.23055,-1.29287,9.95509
1.321,4.19704,-1.27731,9.52533
1.354,3.94445,-1.44251,10.10952
1.394,4.70820,-1.26174,9.67617
1.425,4.20422,-1.56701,10.14782
1.459,4.92487,-1.86269,9.75398
1.494,3.98395,-1.68432,8.07205
1.528,5.36660,-2.09852,8.55089
1.565,5.69102,-2.49596,8.59638
1.599,4.67109,-1.97282,6.80672
1.634,5.07092,-2.57257,7.67342
1.668,5.77960,-2.57257,7.81707
1.706,5.90530,-3.07894,8.76517
1.748,4.04859,-2.94487,9.20331
1.774,4.69383,-2.00155,9.56124
1.811,6.70376,-0.64165,12.05959
1.846,4.19225,-1.29766,11.47780
1.879,2.99634,1.26055,11.99016
1.915,3.70383,-0.68115,16.11417
1.949,4.41850,-1.07619,18.75977
1.985,3.94205,-0.69432,16.73308
2.019,4.75608,-0.98402,15.98728
2.054,5.36181,-0.17478,14.49450
2.116,5.98550,0.02514,13.49372
2.134,5.71855,2.10690,12.20085
2.170,4.73094,1.32280,11.23120
2.205,4.09169,2.10809,9.47266
2.249,2.42652,2.39420,7.88291
2.278,1.73220,2.14880,6.10641
2.319,0.16999,1.85551,4.48195
2.354,-0.71706,2.06620,2.42174
2.389,-1.81720,2.40976,0.76016
2.425,-3.07056,2.63123,-1.11929
2.459,-4.30597,3.05021,-2.73897
2.494,-4.38139,3.59609,-4.14197
2.529,-4.74172,4.03782,-5.87777
2.565,-5.41209,4.64116,-6.87615
2.603,-6.36259,6.01064,-9.53132
2.639,-8.28274,6.87615,-11.88601
2.676,-9.56603,8.26359,-13.38718
2.708,-10.25796,10.32978,-15.68801
2.745,-10.19331,11.08396,-16.83004
2.779,-11.56639,11.91355,-18.19952
2.814,-9.29429,6.63912,-11.66934
2.849,0.83677,-1.55982,5.33548
2.885,10.18374,-10.03051,4.41012
2.919,4.46997,-20.14601,15.43901
2.954,11.14381,-1.27731,17.34479
2.996,1.41976,15.84602,2.12126
3.025,-1.33836,10.59554,2.69467
3.059,-2.04944,10.23641,6.23570
3.097,-2.37505,9.78031,4.08810
3.128,-3.17232,10.36929,3.17830
3.165,-3.57215,9.35534,2.38941
3.199,-1.89740,9.48583,3.87502
3.233,-2.23978,8.68976,2.98078
3.269,-2.38103,8.99262,2.41216
3.305,-2.18591,8.81066,2.17274
3.339,-2.11528,8.79989,2.25055
3.374,-2.07458,8.93277,2.44807
3.409,-2.47441,8.88967,2.13922
3.449,-2.24097,9.70849,2.14880
3.486,-2.27210,9.00340,3.10408
3.514,-2.40857,9.16740,2.44328
3.549,-2.13683,9.05008,2.94846
3.587,-2.34273,9.24282,3.37104
3.618,-1.81959,9.41161,3.27766
3.654,-2.21344,8.82622,3.93846
3.689,-2.29724,9.16261,3.52187
3.726,-1.41138,9.18895,3.68946
3.765,-1.73460,9.04051,4.10606
3.799,-1.82558,8.99980,3.57574
3.841,-1.44370,9.01537,3.67031
3.869,-1.59214,8.47428,3.92410
3.911,-2.31280,8.38569,2.30083
3.938,-1.93691,7.20176,0.66559
3.979,-1.10133,5.33668,0.08499
4.008,-0.21548,4.14795,0.14485
4.044,-0.65601,3.18429,-0.88585
4.078,-0.63446,3.83192,-1.01993
4.115,-0.04908,3.25971,-0.30646
4.148,-1.70467,2.26013,1.11809
4.185,-1.06063,4.32513,2.49955
4.219,-2.16196,2.10570,5.53300
4.254,-1.93930,3.23337,5.46357
4.289,-4.69383,0.29568,8.55688
4.331,-4.23534,-1.73340,9.65222
4.358,-3.57574,-3.38660,13.24233
4.404,-6.62356,-5.43843,13.76905
4.429,-6.31830,-5.94839,14.38556
4.467,-5.14993,-8.33541,16.27578
4.498,-5.96635,-9.07762,15.83286
4.534,-5.83347,-7.03177,15.60541
4.569,-6.59962,-8.71729,12.78264
4.605,-4.02226,-6.00586,12.99453
4.639,-2.89579,-6.95037,12.35408
4.674,-2.35589,-6.24887,10.87207
4.711,-1.79206,-5.55096,10.49139
4.757,-1.44490,-5.61321,9.85214
4.779,-0.83558,-5.34625,9.24162
4.822,-0.90022,-5.41928,8.51139
4.849,-0.15203,-4.53701,8.52336
4.889,-0.41659,-4.29879,8.22289
4.919,0.49799,-3.14000,8.11515
4.961,0.64763,-3.17591,8.59518
4.989,0.32681,-3.09690,8.32105
5.025,-0.25019,-3.30879,8.15345
5.061,-0.14245,-3.36744,8.70771
5.094,0.31843,-3.74932,9.35534
5.129,0.10056,-3.50391,9.27274
5.165,-0.05626,-3.12084,9.41161
5.199,0.55785,-3.08014,9.91798
5.234,0.21069,-3.26090,9.82221
5.269,0.29808,-2.92811,9.76595
5.317,0.16999,-2.99036,9.37091
5.339,0.81163,-2.86107,9.56723
5.380,0.45011,-3.33871,9.44393
5.409,0.40941,-3.18788,9.24641
5.447,0.68235,-3.04662,9.35055
5.479,0.55306,-3.47159,9.54089
5.514,-0.04310,-3.27646,9.11233
5.554,0.49919,-3.05620,9.45710
5.588,0.59376,-3.27766,9.63307
5.626,0.70749,-3.14000,9.47146
5.671,0.54348,-3.30280,9.72884
5.694,0.74340,-3.06817,9.66420
5.736,0.46687,-3.07176,9.59237
5.765,0.33399,-2.82636,9.37689
5.800,0.62369,-2.97480,9.44872
5.833,0.62249,-3.18189,9.39844
5.871,0.79248,-3.16513,9.50737
5.904,0.29449,-2.97360,9.31105
5.940,0.50877,-3.13760,9.45949
5.974,0.86191,-3.16992,9.65222
6.011,0.56144,-3.03824,9.37091
6.045,0.86550,-3.02867,9.40203
6.080,0.81882,-3.06338,9.31225
6.114,0.74579,-3.05740,9.36133
6.151,0.93853,-2.99395,9.33140
6.185,1.07021,-3.05500,9.27155
6.220,0.83079,-3.17591,9.49062
6.261,0.89902,-3.24175,9.38048
6.291,1.08936,-3.16873,9.55646
6.325,0.97683,-3.43568,9.51216
6.360,0.97683,-3.24055,9.31823
6.402,1.01514,-3.51110,9.69293
6.435,0.61531,-3.34949,9.46667
6.472,0.83797,-3.40216,9.46069
6.505,0.92177,-3.33991,9.39724
6.540,0.78290,-3.30400,9.58519
6.586,0.79248,-3.22619,9.52892
6.617,0.91099,-3.32076,9.42358
6.653,0.93254,-3.10648,9.36851
6.680,0.82361,-3.23816,9.22965
6.715,0.93374,-3.15197,9.42717
6.756,0.97803,-3.08852,9.37210
6.785,0.96007,-3.19027,9.24760
6.822,1.11690,-3.25252,9.35774
6.861,0.86431,-3.17830,9.41280
6.901,0.86910,-3.09451,9.21169
6.940,1.12288,-3.29203,9.37689
6.987,0.87029,-3.21422,9.26317
7.009,0.98521,-3.15915,9.25957
7.040,0.98162,-3.29203,9.24760
7.078,0.80924,-3.28844,9.08121
7.115,1.48441,-3.30041,9.93953
7.163,0.65841,-3.25611,9.49421
7.192,0.47884,-3.11007,9.28591
7.227,0.76974,-3.17830,9.78031
7.260,0.69911,-3.15915,9.62469
7.296,0.83079,-3.02867,9.36133
7.332,0.94092,-3.15197,9.51935
7.366,1.03549,-3.03226,9.27753
7.400,1.23182,-2.96761,9.10275
7.435,1.36829,-3.09810,9.50857
7.472,1.24618,-3.14359,9.40083
7.511,1.21865,-2.76650,9.05966
7.545,1.28090,-3.00472,9.49540
7.581,1.26653,-2.99036,9.36492
7.615,1.26174,-2.91015,9.08600
7.656,1.40540,-3.14000,9.46428
7.687,1.35272,-3.16992,9.51456
7.724,1.43054,-3.19147,9.54568
7.755,1.31921,-3.08972,9.47625
7.797,1.17795,-3.07416,9.34098
7.825,1.14443,-3.05620,9.24401
7.865,1.29526,-3.03345,9.50139
7.901,1.16598,-3.16035,9.33978
7.935,1.27970,-3.03226,9.41161
7.971,1.22942,-3.19027,9.40562
8.006,1.19710,-3.14718,9.54568
8.040,1.30723,-3.14718,9.50498
8.075,1.11330,-3.09451,9.36253
8.111,1.36350,-2.98916,9.39365
8.155,1.33596,-3.13640,9.33140
8.180,1.33237,-2.99754,9.16261
8.215,1.49638,-3.12563,9.47984
8.251,1.23541,-2.99634,9.23683
8.285,1.37906,-3.10169,9.31943
8.320,1.44610,-3.03944,9.35534
8.361,1.33596,-3.28006,9.51097
8.395,1.47842,-2.97839,9.39365
8.430,1.40061,-2.93050,9.74679
8.464,1.42575,-2.82755,9.34696
8.499,1.09056,-3.29322,9.10515
